title,answer,img,bogi1,bogi2,bogi3,bogi4
(가) ~ (다)의 불상을 만들어진 순서대로 옳게 나열한 것은?,3,https://img.comcbt.com/cbt/data/k3/k320130126/k320130126m12.gif?1476226582,(가) - (나) - (다),(가) - (다) - (나),(나) - (가) - (다),(다) - (나) - (가)
밑줄 그은‘이 세력’으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320130126/k320130126m13.gif?1476226583,진골,호족,문벌 귀족,신진 사대부
다음 설명에 해당하는 인물로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320130126/k320130126m14.gif?1476226583,양규,장보고,강감찬,최무선
다음 문화 유산이 만들어진 시대의 모습으로 옳은 것은,3,https://img.comcbt.com/cbt/data/k3/k320130126/k320130126m15.gif?1476226583,각지에 서원이 설립되었다.,판소리와 탈놀이가 유행하였다.,"연등회, 팔관회가 널리 행하여졌다.",자명종과 같은 서양 문물이 전래되었다.
연표의 (가) 시기에 있었던 사실로 옳지 않은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320130126/k320130126m17.gif?1476226583,만적의 난,망이?망소이의 난,팔만대장경판 제작,윤관의 동북 9성 개척
(가)에 들어갈 인물로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320130126/k320130126m18.gif?1476226583,우륵,문익점,이차돈,장영실
밑줄 그은‘나’의 업적으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320130126/k320130126m19.gif?1476226584,노비안검법과 과거 제도를 시행하였다.,발해의 유민을 받아들여 민족 통합을 꾀하였다.,최승로의 건의를 받아들여 유교 정치를 추구하였다.,몽골식 풍습을 버리고 고려의 전통을 되살리는 데 앞장섰다.
(가)에 들어갈 내용으로 옳지 않은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320130126/k320130126m20.gif?1476226584,백정,역관,향리,율관
(가)~(라)에 대한 설명으로 옳지 않은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320130126/k320130126m21.gif?1476226584,(가) - 도읍을 정한 후 처음 지은 궁궐이다.,(나) - 6조 등 나랏일을 담당하던 관청이 있던 곳이다.,(다) - 토지와 곡식의 신에게 제사를 지내던 곳이다.,(라) - 도성의 4대문 중에서 남쪽에 있는 문이다.
(가)에 들어갈 내용으로 옳지 않은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320130126/k320130126m22.gif?1476226584,조선 수군이 곳곳에서 승리함,조선이 명나라에 지원군을 요청함,왕과 신하들이 남한산성으로 피난함,"곽재우, 사명대사 등이 의병을 일으킴"
(가)를 만든 왕의 업적으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320130126/k320130126m23.gif?1476226584,화성 건설,측우기 제작,탕평책 실시,경국대전 완성
다음 자료에 대한 설명으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320130126/k320130126m24.gif?1476226584,왕실에서 간행하여 널리 보급하였다.,형식이 비교적 자유로운 사설시조이다.,돈을 받고 여러 사람에게 읽어주는 사람도 있었다.,열두 마당이 있었으나 현재는 다섯 마당만 전해진다.
학생들이 함께 여행할 곳을 지도에서 옳게 고른 것은?,3,https://img.comcbt.com/cbt/data/k3/k320130126/k320130126m25.gif?1476226585,(가),(나),(다),(라)
(가)에 들어갈 놀이로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320130126/k320130126m27.gif?1476226585,윷놀이,고누놀이,차전놀이,승경도놀이
(가)~(라) 인물과 관련된 역사적 사건으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320130126/k320130126m28.gif?1476226585,(가) - 안시성 싸움,(나) - 한산도 대첩,(다) - 처인성 전투,(라) - 청산리 대첩
다음 종교에 대한 설명으로 옳지 않은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320130126/k320130126m29.gif?1476226585,교리책으로 천주실의가 있다.,서학에 대항하기 위하여 만들어졌다.,"민간 신앙, 유교, 불교 등이 녹아 있다.",나라에서 금하였으나 널리 퍼져나갔다.
다음 자료에 대한 설명으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320130126/k320130126m30.gif?1476226585,한성순보를 발간하였다.,새로운 화폐를 만들었다.,근대적 무기를 제작하였다.,서양의 의술을 소개하였다.
(가) ~ (라)를 일어난 순서대로 나열할 때 마지막 사건으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320130126/k320130126m32.gif?1476226586,(가),(나),(다),(라)
다음 조약에 대한 설명으로 옳지 않은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320130126/k320130126m33.gif?1476226586,일본에게 외교권을 빼앗긴 조약이다.,운요호 사건을 계기로 맺은 조약이다.,외국과 맺은 최초의 근대적 조약이다.,조선의 권익이 지켜지지 못한 불평등 조약이다.
(가)에 들어갈 인물로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320130126/k320130126m34.gif?1476226586,김옥균,김홍집,서재필,이승만
다음 대화에 나타난 독립운동 단체로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320130126/k320130126m35.gif?1476226586,신간회,의열단,한국 광복군,한인 애국단
(가)에 들어갈 사건으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320130126/k320130126m36.gif?1476226586,임오군란,을미사변,헤이그 특사 파견,고종 황제 강제 퇴위
다음 인물의 활동으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320130126/k320130126m38.gif?1476226587,신민회 조직,갑오개혁 주도,원산 학사 설립,이토 히로부미 사살
다음 회의의 결정 내용으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320130126/k320130126m39.gif?1476226587,신탁 통치 실시,휴전 협정 체결,남북한 총선거 시행,미국과 소련의 군정 실시
(가)에 들어갈 내용으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320130126/k320130126m40.gif?1476226587,새마을 운동,국채 보상 운동,애국 계몽 운동,금 모으기 운동
다음 퀴즈의 정답으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m2.gif?1476226577,우륵,김유신,장보고,최치원
다음 자료를 읽고 학생들이 발표한 내용으로 적절하지 않은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m3.gif?1476226578,평등한 사회였습니다.,농사를 짓는 사회였습니다.,사회 질서가 엄격하였습니다.,사유 재산 제도가 있었습니다.
(가) ~ (라) 시기에 있었던 역사적 사실로 옳지 않은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m5.gif?1476226581,(가) - 수나라는 국력을 소모하여 멸망하였다.,(나) - 고구려 유민들이 부흥 운동을 일으켰다.,(다) - 백제는 사비성이 함락되어 멸망하였다.,(라) - 신라의 문무왕이 삼국 통일을 완성하였다.
(가) 나라에 대한 설명으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m6.gif?1476226581,당나라의 침입으로 멸망하였다.,부여를 병합하여 영토를 늘렸다.,전성기 때 해동성국이라고 불렸다.,신라에게 한강 유역을 빼앗기고 쇠약해졌다.
다음 사건으로 신라가 차지한 지역을 지도에서 옳게 찾은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m8.gif?1476226581,(가),(나),(다),(라)
밑줄 그은‘개혁안’을 올린 목적으로 가장 적절한 것은?,2,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m11.gif?1476226575,몽골의 침입에 대비하기 위한 것이다.,유교를 정치 이념으로 삼기 위한 것이다.,외국과의 무역을 활성화하기 위한 것이다.,원래 양인이었던 노비를 풀어 주기 위한 것이다.
(가)~(라) 주요 수입품 중 옳지 않은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m12.gif?1476226575,(가) - 말,(나) - 농기구,(다) - 비단,(라) - 유황
(가) 시기에 있었던 사실로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m13.gif?1476226575,귀주 대첩,고창 전투,요동 정벌,처인성 전투
밑줄 그은‘이 행사’에 대한 설명으로 옳지 않은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m14.gif?1476226575,매년 초에 열린 연등회였다.,훈요 10조에서 강조된 행사였다.,나라의 발전과 개인의 행복을 기원하였다.,송나라 상인을 비롯한 외국인들도 참석하였다.
다음의 결과로 이루어진 국경선을 지도에서 옳게 찾은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m17.gif?1476226576,(가),(나),(다),(라)
다음 휴대 전화로 주고받은 대화 내용 중 옳지 않은 답변을 한 학생은?,3,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m18.gif?1476226576,갑,을,병,정
(가)~(다)의 사건을 일어난 순서대로 옳게 나열한 것은?,2,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m19.gif?1476226576,(가) - (나) - (다),(가) - (다) - (나),(나) - (가) - (다),(다) - (가) - (나)
밑줄 그은 ‘문화유산’으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m20.gif?1476226577,대동여지도,팔만대장경,조선왕조실록,화성성역의궤
다음 인물이 한 일로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m21.gif?1476226577,대동법을 실시하였다.,전국을 8도로 나누었다.,쓰시마 섬을 토벌하였다.,홍건적과 왜구를 물리쳤다.
다음 책을 편찬한 왕의 업적으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m23.gif?1476226577,갑인자 제작,호패법 제정,홍문관 설치,비변사 설치
다음 인물이 지은 책으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m25.gif?1476226578,북학의,목민심서,반계수록,열하일기
(가)에 들어갈 내용으로 옳지 않은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m26.gif?1476226578,양반층을 풍자하고 비판하였습니다.,"춘향가, 흥부가, 적벽가가 대표적입니다.",서민 생활의 실상과 어려움을 담고 있습니다.,장시 등 사람이 많이 모이는 곳에서 공연되었습니다.
다음에 해당하는 역사적 사건으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m27.gif?1476226578,삼포왜란,임진왜란,정묘호란,병자호란
(가)에 들어갈 내용으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m28.gif?1476226578,매년 정기적으로 파견되었습니다.,청나라에 파견된 외교 사절단입니다.,조선의 학문과 기술을 전해 주었습니다.,천주교 교리책인 천주실의를 들여왔습니다.
(가)에 들어갈 제목으로 적절한 것은?,1,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m29.gif?1476226578,들불처럼 일어난 진주 농민들,일본군을 무찌른 청산리 대첩,관군에게 승리한 황토현 전투,차별 철폐를 외친 망이?망소이
다음과 같은 정책을 실시한 왕의 업적으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m30.gif?1476226579,경복궁 중건,규장각 설치,집현전 설치,탕평책 실시
다음 인물의 활동에 대한 설명으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m32.gif?1476226579,집강소를 설치하여 개혁을 추진하였다.,도량형을 통일하고 과거제를 폐지하였다.,독립신문을 창간하고 독립 협회를 만들었다.,우정총국 개국 축하 잔치를 틈타 정변을 일으켰다.
다음 가상 모집 공고를 낸 교육 기관으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m33.gif?1476226579,오산 학교,원산 학사,육영 공원,이화 학당
(가)에 들어갈 내용으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m34.gif?1476226579,임오군란,갑신정변,갑오개혁,을미사변
다음 주제에 대한 학생들의 대화 내용으로 옳지 않은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m35.gif?1476226579,①,②,③,④
(가)에 들어갈 내용으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m38.gif?1476226580,애치슨 선언,중국군 개입,반공 포로 석방,인천 상륙 작전
다음 가상 대화에서 (가)에 들어갈 단체로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m39.gif?1476226580,신간회,신민회,대한 자강회,조선어 학회
다음 연표의 (가)에 들어갈 내용으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320121027/k320121027m40.gif?1476226580,남북한 동시 유엔 가입,남북 기본 합의서 채택,남북 정상 회담 최초 개최,7?4 남북 공동 성명 발표
선생님의 질문에 대한 학생의 대답으로 적절한 것은?,2,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m1.gif?1476226566,사냥에 사용되었어요.,농사에 사용되었어요.,옷감을 짜는 데 사용되었어요.,물고기를 잡는 데 사용되었어요.
다음 자료를 읽고 학생들이 나눈 대화 내용으로 적절하지 않은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m3.gif?1476226571,①,②,③,④
다음 문화유산을 남긴 국가를 지도에서 옳게 찾은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m4.gif?1476226573,(가),(나),(다),(라)
다음 대화와 관련된 제도로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m6.gif?1476226574,진대법,호패법,대동법,균역법
다음 설명에 해당하는 인물로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m7.gif?1476226574,이순신,정중부,강감찬,장보고
다음과 관련된 학습 활동으로 적절하지 않은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m9.gif?1476226574,수막새 기와 문양을 비교한다.,건국자인 대조영에 대해 조사해 본다.,상경 궁성 터의 온돌 장치를 알아본다.,칠지도에 새겨진 글의 내용을 살펴본다.
다음의 역사적 사실이 있었던 시기를 연표에서 옳게 고른 것은?,3,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m10.gif?1476226566,(가),(나),(다),(라)
다음 드라마의 장면으로 적절하지 않은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m11.gif?1476226566,장면 1 : 즉위식을 하고 있는 왕건,장면 2 : 고창 전투에서 싸우고 있는 후백제군,장면 3 : 나라를 넘기고 있는 신라 경순왕,장면 4 : 강홍립에게 출정을 명령하는 광해군
다음 가상 인터뷰의 (가)에 들어갈 말로 가장 적절한 것은?,3,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m12.gif?1476226566,농업에 종사하고 있어요.,공음전을 받아 생활하고 있어요.,지방 행정의 실무를 담당하고 있어요.,특수 행정 구역에서 종이를 만들며 살고 있어요.
밑줄 그은 내용과 관련된 역사적 사실로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m13.gif?1476226567,윤관의 동북 9성 개척,을지문덕의 살수 대첩,서희의 강동 6주 획득,김윤후의 처인성 전투
(가)에 들어갈 내용으로 옳지 않은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m14.gif?1476226567,절과 소에서 수공업품을 생산했어요.,벽란도에 아라비아 상인들이 오고 갔어요.,당백전이라는 화폐가 만들어져 사용되었어요.,"송나라에 인삼, 종이, 나전 칠기를 수출했어요."
(가) 왕의 업적으로 옳지 않은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m17.gif?1476226568,훈민정음 창제,경국대전 완성,농사직설 보급,삼강행실도 편찬
(가) ~ (라)에 대한 설명으로 옳지 않은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m19.gif?1476226569,(가) - 고려군이 거란족의 침입을 막아낸 곳이다.,(나) - 삼별초가 몽골군에 저항한 곳이다.,(다) - 임진왜란 때 일본군을 물리친 곳이다.,(라) - 병자호란 때 청군에 맞서 싸운 곳이다.
다음 자료에 대한 설명으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m20.gif?1476226569,왕명을 전달하는 비서 기관이다.,한양에 세워진 최고의 교육 기관이다.,나라의 살림을 주관하는 재정 기관이다.,국정 운영을 총괄하는 최고 통치 기관이다.
다음 학생이 생각한 왕으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m21.gif?1476226569,법흥왕,장수왕,진흥왕,근초고왕
(가)에 들어갈 내용으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m22.gif?1476226569,조선 후기에 정약용이 만들었다.,우리나라 최초의 세계 지도이다.,목판으로 제작하여 찍어낸 지도이다.,"고을의 유래, 특산물 등이 자세히 기록되어 있다."
(가)에 들어갈 내용으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m23.gif?1476226569,신민회 결성,독립 협회 창설,조선 총독부 설치,대한민국 임시 정부 수립
다음 자료에 대한 학생들의 대화 내용으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m25.gif?1476226570,①,②,③,④
3일째 갈 답사 장소에 대한 설명으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m27.gif?1476226570,왕실의 도서관이었다.,실록을 편찬하는 기관이었다.,죄인을 다스리는 기관이었다.,군사 업무를 담당하는 기관이었다.
(가)에 들어갈 내용으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m28.gif?1476226571,훈요 10조를 지음,노비안검법을 시행함,강화도로 도읍을 옮김,전국을 8개의 도로 나눔
다음과 관련된 역사적 사건으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m29.gif?1476226571,임진왜란,정묘호란,병자호란,임오군란
(가)에 들어갈 사건으로 적절한 것은?,2,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m30.gif?1476226571,갑오개혁,신미양요,을미사변,운요호 사건
밑줄 그은 (ㄱ)에 해당하는 사실로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m31.gif?1476226571,경복궁을 중건하였다.,육영 공원을 설립하였다.,신분 제도를 폐지하였다.,국호를 대한 제국이라 하였다.
(가) 사건에 대한 설명으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m32.gif?1476226571,러시아의 지원을 받아 일어났다.,구식 군인들의 불만이 발생 원인이 되었다.,"부산, 원산, 인천을 개항하는 계기가 되었다.",김옥균 등이 주도하였으나 3일 만에 실패로 끝났다.
다음 자료와 관련된 조약으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m34.gif?1476226572,을사조약,한성 조약,강화도 조약,제물포 조약
밑줄 그은‘이곳’을 지도에서 옳게 찾은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m37.gif?1476226573,(가),(나),(다),(라)
다음 가상 인터뷰의 (가)에 들어갈 내용으로 적절한 것은?,4,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m38.gif?1476226573,신탁 통치 찬성을 위한 활동을 하고 있습니다.,대한민국 초대 대통령이 되어 바쁘게 지냅니다.,5?10 총선거를 지지하는 강연을 하러 다닙니다.,남북한 통일 정부 수립 협상을 위해 북한에 다녀왔습니다.
다음 역사 다큐멘터리의 제목으로 적절한 것은?,1,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m39.gif?1476226573,"효종, 북벌을 꿈꾸다.","왕건, 북진 정책을 추진하다.","세종, 4군과 6진을 개척하다.","공민왕, 빼앗긴 영토를 되찾다."
(가)~(다)의 민주화 운동을 일어난 순서대로 옳게 나열한 것은?,4,https://img.comcbt.com/cbt/data/k3/k320120818/k320120818m40.gif?1476226573,(가) - (나) - (다),(가) - (다) - (나),(나) - (다) - (가),(다) - (가) - (나)
다음 도구를 사용했던 시대에 관한 설명으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m2.gif?1476226560,"한반도 남쪽에는 마한, 진한, 변한 등이 생겨났다.",음식을 저장하기 위하여 빗살무늬 토기를 만들었다.,주로 동굴이나 바위 그늘에서 무리지어 생활하였다.,지배자의 힘을 보여 주는 고인돌이 제작되기 시작하였다.
(가) 시기에 있었던 사실로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m3.gif?1476226563,백제는 도읍을 웅진에서 사비로 옮겼다.,신라는 대가야를 정복하여 영토를 넓혔다.,고구려는 남쪽으로 진출하여 한강 유역을 차지하였다.,백제는 고구려를 공격하여 황해도 지역 일부를 차지하였다
(가)에 들어갈 지역을 지도에서 옳게 찾은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m4.gif?1476226564,(ㄱ),(ㄴ),(ㄷ),(ㄹ)
다음 문화재를 남긴 국가에 대한 설명으로 옳지 않은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m5.gif?1476226565,한나라의 침입으로 멸망하였다.,신라와 교류하는 교통로가 있었다.,전성기 때는 해동성국이라고 불리었다.,온돌을 설치하여 추운 날씨를 이겨냈다.
다음 가상 상장을 받은 사람의 소감으로 적절한 것은?,4,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m8.gif?1476226566,삼별초를 이끌고 적을 무찔러 통쾌했습니다.,기벌포 전투의 승리에 기여하게 되어서 다행입니다.,별무반을 만든 게 이렇게 좋은 결과를 내어 기쁩니다.,화통도감에서 함께 일한 분들에게 이 영광을 돌립니다.
(가) 지역에 대한 설명으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m10.gif?1476226559,윤관이 정벌하여 개척하였다.,공민왕이 무력으로 되찾았다.,서희가 외교 담판으로 획득하였다.,태조가 북진 정책으로 회복하였다.
다음에서 설명하고 있는 전투로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m11.gif?1476226559,귀주 대첩,살수 대첩,매소성 싸움,안시성 싸움
(가)에 들어갈 기사 제목으로 가장 적절한 것은?,4,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m12.gif?1476226559,여성은 재산 상속에서 제외,여성은 제사를 지낼 수 없어,사위는 음서 혜택을 받지 못해,남자들 사이에 일반화된 처가살이
(가)에 들어갈 책 제목으로 적절한 것은?,3,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m13.gif?1476226559,묘청,김부식,김윤후,정도전
다음 가상 인터뷰의 (가)에 들어갈 말로 옳지 않은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m14.gif?1476226559,사람들은 연등회 때 등불을 들고 소원을 빕니다.,승려들은 과거 시험인 승과에 응시하기도 합니다.,백성들은 기와나 종이를 사러 절에 가기도 합니다.,학생들은 공부하러 각지에 설립된 서원으로 갑니다.
다음 인물에 대한 설명으로 옳지 않은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m15.gif?1476226559,완산주에 도읍을 정하였다.,호족을 포용하는 정책을 폈다.,고창 전투에서 크게 승리하였다.,경순왕으로부터 신라를 넘겨받았다.
다음 게시판의 답변으로 옳은 것만을 <보기>에서 모두 고른 것은?,3,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m16.gif?1476226560,"ㄱ, ㄴ","ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ"
다음을 건의한 고려 시대 인물의 주장으로 적절한 것은?,3,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m17.gif?1476226560,노비안검법을 실시해야 한다.,서경으로 도읍을 옮겨야 한다.,유교를 정치 이념으로 삼아야 한다.,국가가 팔관회를 성대하게 열어야 한다.
"밑줄 그은 (ㄱ), (ㄴ) 인물에 대한 설명으로 옳은 것은?",2,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m18.gif?1476226560,(ㄱ)- 개성에 있는 선죽교에서 피살되었다.,(ㄱ) - 호패법을 실시하여 인구 동태를 파악하였다.,(ㄴ) - 유교의 정신에 따라 한양을 설계하였다.,(ㄴ) - 여진을 몰아내고 4군 6진을 설치하였다.
(가)에 들어갈 대답으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m19.gif?1476226560,시부모와 어른들에게 폐백을 드리던 거란다.,조상이 돌아가신 날에 제사를 지내던 거란다.,3년 동안 상복을 입고 부모의 묘소를 지키던 거란다.,15세가 넘은 남자에게 상투를 틀고 관을 씌워 주던 거란다.
(가)가 발달했던 시기의 문화에 대한 설명으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m20.gif?1476226561,훈민정음이 사용되기 시작하였다.,서민들 사이에서 민화가 유행하였다.,판소리가 다양한 계층에게서 호응을 얻었다.,서민들의 생활 모습이 담긴 풍속화가 그려졌다.
다음 자료와 관련된 역사적 사건으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m21.gif?1476226561,병자호란,임진왜란,요동 정벌,쓰시마 섬 정벌
다음 선거가 실시된 시기를 연표에서 옳게 고른 것은?,3,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m23.gif?1476226561,(가),(나),(다),(라)
다음 자료의 유적에 대한 설명으로 옳지 않은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m26.gif?1476226562,흥선 대원군 때 중건되었다.,오늘날의 수원에 위치해 있다.,거중기를 이용하여 건설되었다.,세계 문화유산으로 등록되었다.
(가)에 들어갈 역사적 사건으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m27.gif?1476226562,병인양요,신미양요,강화도 조약,운요호 사건
다음 인물들이 파견된 배경으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m28.gif?1476226562,갑신정변,을사조약 체결,고종 황제 강제 퇴위,대한 제국 군대 해산
다음 종교의 확산에 기여한 인물을 <보기>에서 고른 것은,1,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m29.gif?1476226562,"ㄱ, ㄴ","ㄱ, ㄷ","ㄴ, ㄹ","ㄷ, ㄹ"
(가)에 들어갈 내용으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m31.gif?1476226563,별기군을 창설한다.,신분제를 폐지한다.,집강소를 설치한다.,척화비를 건립한다.
다음 홈페이지에서 기념하는 인물에 대한 설명으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m33.gif?1476226563,한국 광복군에 참여하였다.,국내외에서 의병 활동을 하였다.,일본 국왕을 향해 폭탄을 던졌다.,훙커우 공원에서 의거를 일으켰다
(가)에 들어갈 말로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m36.gif?1476226564,통감부,조선 총독부,일본 제일은행,동양 척식 주식회사
다음 자료에 나타난 시기의 사회 모습으로 옳지 않은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m37.gif?1476226564,양반이 증가하였다.,몰락한 양반도 있었다.,신분 상승이 불가능해졌다.,돈으로 신분을 사기도 하였다.
(가)에 들어갈 역사적 사건으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m38.gif?1476226564,부·마 항쟁,4·19 혁명,6월 민주 항쟁,5·18 민주화 운동
다음 정책이 시행되었던 시기에 대한 설명으로 옳지 않은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320120512/k320120512m39.gif?1476226564,도시화가 촉진되었다.,개성 공단이 건설되었다.,국민 소득이 증가하였다.,중화학 공업이 발달하였다.
(가) 시대에 대한 설명으로 옳지 않은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320120114/k320120114m1.gif?1476226552,고인돌이라는 무덤을 만들었다.,민무늬 토기를 만들어 사용하였다.,가락바퀴로 실을 만들기 시작하였다.,반달 돌칼을 이용해 곡식을 수확하였다.
